playlist,categorie,difficulte,titre,artiste
Anniversaire,originals,MEDIUM,Despacito,Luis Fonsi ft. Daddy Yankee
Anniversaire,originals,MEDIUM,Bailando,Enrique Iglesias
Anniversaire,originals,MEDIUM,Gasolina,Daddy Yankee
Anniversaire,originals,MEDIUM,Danza Kuduro,Don Omar ft. Lucenzo
Anniversaire,originals,MEDIUM,Ai Se Eu Te Pego,Michel Teló
Anniversaire,originals,MEDIUM,Hips Don't Lie,Shakira ft. Wyclef Jean
Anniversaire,originals,MEDIUM,Love Shack,The B-52's
Anniversaire,originals,MEDIUM,Whoomp! (There It Is),Tag Team
Anniversaire,originals,MEDIUM,Alors on danse,Stromae
Anniversaire,originals,MEDIUM,Papaoutai,Stromae
Anniversaire,originals,MEDIUM,Barbie Girl,Aqua
Anniversaire,originals,MEDIUM,Blue (Da Ba Dee),Eiffel 65
Anniversaire,originals,MEDIUM,Freed from Desire,Gala
Apéro & Afterwork,originals,MEDIUM,Stolen Dance,Milky Chance
Apéro & Afterwork,originals,MEDIUM,Riptide,Vance Joy
Apéro & Afterwork,originals,MEDIUM,Ho Hey,The Lumineers
Apéro & Afterwork,originals,MEDIUM,Cheap Thrills,Sia
Apéro & Afterwork,originals,MEDIUM,Take Me to Church,Hozier
Apéro & Afterwork,originals,MEDIUM,Rather Be,Clean Bandit
Apéro & Afterwork,originals,MEDIUM,Smooth Operator,Sade
Apéro & Afterwork,originals,MEDIUM,Don't Know Why,Norah Jones
Apéro & Afterwork,originals,MEDIUM,Just a Friend of Mine,Vaya Con Dios
Apéro & Afterwork,originals,MEDIUM,Get Lucky,Daft Punk ft. Pharrell Williams
Apéro & Afterwork,originals,MEDIUM,Sunday Morning,Maroon 5
Apéro & Afterwork,originals,MEDIUM,California Dreamin',The Mamas & the Papas
Apéro & Afterwork,originals,MEDIUM,Walking on a Dream,Empire of the Sun
Apéro & Afterwork,originals,MEDIUM,Oye Como Va,Santana
Apéro & Afterwork,originals,MEDIUM,Mas Que Nada,Sergio Mendes
Apéro & Afterwork,originals,MEDIUM,Budapest,George Ezra
Apéro & Afterwork,originals,MEDIUM,Home,Edward Sharpe & The Magnetic Zeros
Apéro & Afterwork,originals,MEDIUM,Island in the Sun,Weezer
Apéro & Afterwork,originals,MEDIUM,Electric Feel,MGMT
Apéro & Afterwork,originals,MEDIUM,No Diggity,Blackstreet
Apéro & Afterwork,originals,MEDIUM,Mr. Brightside,The Killers
Apéro & Afterwork,originals,MEDIUM,Someone Like You,Adele
Apéro & Afterwork,originals,MEDIUM,Use Somebody,Kings of Leon
Apéro & Afterwork,originals,MEDIUM,Dreams,Fleetwood Mac
Apéro & Afterwork,originals,MEDIUM,Sit Next to Me,Foster the People
Apéro & Afterwork,originals,MEDIUM,Summertime Sadness,Lana Del Rey
Apéro & Afterwork,originals,MEDIUM,One More Time,Daft Punk
Apéro & Afterwork,originals,MEDIUM,Sexual Healing,Marvin Gaye
Apéro & Afterwork,originals,MEDIUM,Smooth,Santana feat. Rob Thomas
Apéro & Afterwork,originals,MEDIUM,By Your Side,Sade
Apéro & Afterwork,originals,MEDIUM,Young Folks,Peter Bjorn and John
Apéro & Afterwork,originals,MEDIUM,Pumped Up Kicks,Foster the People
Apéro & Afterwork,originals,MEDIUM,Feel It Still,Portugal. The Man
Apéro & Afterwork,originals,MEDIUM,The Less I Know the Better,Tame Impala
Apéro & Afterwork,originals,MEDIUM,Roses,The Chainsmokers
Apéro & Afterwork,originals,MEDIUM,You Get What You Give,New Radicals
Apéro & Afterwork,originals,MEDIUM,Sex on Fire,Kings of Leon
Apéro & Afterwork,originals,MEDIUM,Float On,Modest Mouse
Apéro & Afterwork,originals,MEDIUM,Hey Soul Sister,Train
Apéro & Afterwork,originals,MEDIUM,Little Talks,Of Monsters and Men
Apéro & Afterwork,originals,MEDIUM,Clint Eastwood,Gorillaz
Apéro & Afterwork,originals,MEDIUM,Best Day of My Life,American Authors
Apéro & Afterwork,originals,MEDIUM,Cecilia,Simon & Garfunkel
Apéro & Afterwork,originals,MEDIUM,Wild Thoughts,DJ Khaled feat. Rihanna
Apéro & Afterwork,originals,MEDIUM,Three Little Birds,Bob Marley & The Wailers
Apéro & Afterwork,originals,MEDIUM,Breakfast in America,Supertramp
Apéro & Afterwork,originals,MEDIUM,How Deep Is Your Love,Calvin Harris
Apéro & Afterwork,originals,MEDIUM,Work from Home,Fifth Harmony ft. Ty Dolla $ign
Apéro & Afterwork,originals,MEDIUM,Wake Me Up,Avicii
Apéro & Afterwork,originals,MEDIUM,Firestone,Kygo feat. Conrad Sewell
Apéro & Afterwork,originals,MEDIUM,Give Me Everything,"Pitbull ft. Ne-Yo, Afrojack & Nayer"
Apéro & Afterwork,originals,MEDIUM,Sweet Disposition,The Temper Trap
Apéro & Afterwork,originals,MEDIUM,Some Nights,fun.
Apéro & Afterwork,originals,MEDIUM,Way Down We Go,Kaleo
Apéro & Afterwork,originals,MEDIUM,Ex's & Oh's,Elle King
Apéro & Afterwork,originals,MEDIUM,Losing My Religion,R.E.M.
Apéro & Afterwork,originals,MEDIUM,Treasure,Bruno Mars
Apéro & Afterwork,originals,MEDIUM,Just the Way You Are,Bruno Mars
Apéro & Afterwork,originals,MEDIUM,Shut Up and Dance,Walk the Moon
Apéro & Afterwork,originals,MEDIUM,Anna Sun,Walk the Moon
Apéro & Afterwork,originals,MEDIUM,Tighten Up,The Black Keys
Apéro & Afterwork,originals,MEDIUM,Safe and Sound,Capital Cities
Apéro & Afterwork,originals,MEDIUM,Heroes,David Bowie
Apéro & Afterwork,originals,MEDIUM,Despacito,Luis Fonsi ft. Daddy Yankee
Apéro & Afterwork,originals,MEDIUM,Ai Se Eu Te Pego,Michel Teló
Apéro & Afterwork,originals,MEDIUM,Waka Waka (This Time for Africa),Shakira
Apéro & Afterwork,originals,MEDIUM,La Camisa Negra,Juanes
Apéro & Afterwork,originals,MEDIUM,Vivir mi vida,Marc Anthony
Apéro & Afterwork,originals,MEDIUM,La Bamba,Los Lobos
Apéro & Afterwork,originals,MEDIUM,Bailando,Enrique Iglesias
Apéro & Afterwork,originals,MEDIUM,Mi Gente,J Balvin & Willy William
Apéro & Afterwork,originals,MEDIUM,Danza Kuduro,Don Omar ft. Lucenzo
Apéro & Afterwork,originals,MEDIUM,Hips Don't Lie,Shakira ft. Wyclef Jean
Apéro & Afterwork,originals,MEDIUM,Something Just Like This,The Chainsmokers & Coldplay
Apéro & Afterwork,originals,MEDIUM,Closer,The Chainsmokers ft. Halsey
Apéro & Afterwork,originals,MEDIUM,Stay,Zedd & Alessia Cara
Apéro & Afterwork,originals,MEDIUM,It Ain't Me,Kygo & Selena Gomez
Apéro & Afterwork,originals,MEDIUM,Waiting for Love,Avicii
Apéro & Afterwork,originals,MEDIUM,What Is Love,Haddaway
Apéro & Afterwork,originals,MEDIUM,Don't Stop Me Now,Queen
Boomers — 60 ans et plus,originals,MEDIUM,Le métèque,Georges Moustaki
Boomers — 60 ans et plus,originals,MEDIUM,Mistral gagnant,Renaud
Boomers — 60 ans et plus,originals,MEDIUM,Manhattan-Kaboul,Renaud
Boomers — 60 ans et plus,originals,MEDIUM,Né en 17 à Leidenstadt,Jean-Jacques Goldman
Boomers — 60 ans et plus,originals,MEDIUM,Gaby oh Gaby,Alain Bashung
Boomers — 60 ans et plus,originals,MEDIUM,Voyage en Italie,Lilicub
Boomers — 60 ans et plus,originals,MEDIUM,Le Sud,Nino Ferrer
Boomers — 60 ans et plus,originals,MEDIUM,Je vais t'aimer,Michel Sardou
Boomers — 60 ans et plus,originals,MEDIUM,Les lacs du Connemara,Michel Sardou
Boomers — 60 ans et plus,originals,MEDIUM,Et si tu n'existais pas,Joe Dassin
Boomers — 60 ans et plus,originals,MEDIUM,"Belles, belles, belles",Claude François
Boomers — 60 ans et plus,originals,MEDIUM,Comme un avion sans aile,Charlélie Couture
Boomers — 60 ans et plus,originals,MEDIUM,La tendresse,Bourvil
Boomers — 60 ans et plus,originals,MEDIUM,Adieu monsieur le professeur,Hugues Aufray
Boomers — 60 ans et plus,originals,MEDIUM,Une belle histoire,Michel Fugain
Boomers — 60 ans et plus,originals,MEDIUM,J'ai demandé à la lune,Indochine
Boomers — 60 ans et plus,originals,MEDIUM,Pour que tu m'aimes encore,Céline Dion
Boomers — 60 ans et plus,originals,MEDIUM,Le vent nous portera,Noir Désir
Boys Bands & Girl Bands,originals,MEDIUM,Quit Playing Games (with My Heart),Backstreet Boys
Boys Bands & Girl Bands,originals,MEDIUM,Larger Than Life,Backstreet Boys
Boys Bands & Girl Bands,originals,MEDIUM,Tearin' Up My Heart,NSYNC
Boys Bands & Girl Bands,originals,MEDIUM,It's Gonna Be Me,*NSYNC
Boys Bands & Girl Bands,originals,MEDIUM,When the Lights Go Out,Five
Boys Bands & Girl Bands,originals,MEDIUM,Swear It Again,Westlife
Boys Bands & Girl Bands,originals,MEDIUM,Uptown Girl,Westlife
Boys Bands & Girl Bands,originals,MEDIUM,2 Become 1,Spice Girls
Boys Bands & Girl Bands,originals,MEDIUM,"Bills, Bills, Bills",Destiny's Child
Boys Bands & Girl Bands,originals,MEDIUM,Say My Name,Destiny's Child
Boys Bands & Girl Bands,originals,MEDIUM,Don't Stop Movin',S Club 7
Boys Bands & Girl Bands,originals,MEDIUM,Whole Again,Atomic Kitten
Boys Bands & Girl Bands,originals,MEDIUM,C'est la Vie,B*Witched
Boys Bands & Girl Bands,originals,MEDIUM,"5,6,7,8",Steps
Boys Bands & Girl Bands,originals,MEDIUM,Push the Button,Sugababes
Boys Bands & Girl Bands,originals,MEDIUM,Wannabe,Spice Girls
Boys Bands & Girl Bands,originals,MEDIUM,No Scrubs,TLC
Boys Bands & Girl Bands,originals,MEDIUM,Waterfalls,TLC
Boys Bands & Girl Bands,originals,MEDIUM,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa, P!nk"
Boys Bands & Girl Bands,originals,MEDIUM,Get the Party Started,P!nk
Boys Bands & Girl Bands,originals,MEDIUM,Complicated,Avril Lavigne
Boys Bands & Girl Bands,originals,MEDIUM,Baby One More Time,Britney Spears
Boys Bands & Girl Bands,originals,MEDIUM,Oops!... I Did It Again,Britney Spears
Boys Bands & Girl Bands,originals,MEDIUM,MMMBop,Hanson
Boys Bands & Girl Bands,originals,MEDIUM,I Knew I Loved You,Savage Garden
Boys Bands & Girl Bands,originals,MEDIUM,Truly Madly Deeply,Savage Garden
Boys Bands & Girl Bands,originals,MEDIUM,Love Fool,The Cardigans
Boys Bands & Girl Bands,originals,MEDIUM,Hanging by a Moment,Lifehouse
Chanson Française Classique,originals,MEDIUM,La Vie en rose,Édith Piaf
Chanson Française Classique,originals,MEDIUM,"Non, je ne regrette rien",Édith Piaf
Chanson Française Classique,originals,MEDIUM,Ne me quitte pas,Jacques Brel
Chanson Française Classique,originals,MEDIUM,Amsterdam,Jacques Brel
Chanson Française Classique,originals,MEDIUM,Les copains d'abord,Georges Brassens
Chanson Française Classique,originals,MEDIUM,Les amoureux des bancs publics,Georges Brassens
Chanson Française Classique,originals,MEDIUM,Avec le temps,Léo Ferré
Chanson Française Classique,originals,MEDIUM,Hier encore,Charles Aznavour
Chanson Française Classique,originals,MEDIUM,La bohème,Charles Aznavour
Chanson Française Classique,originals,MEDIUM,Et maintenant,Gilbert Bécaud
Chanson Française Classique,originals,MEDIUM,Nathalie,Gilbert Bécaud
Chanson Française Classique,originals,MEDIUM,La Mer,Charles Trenet
Chanson Française Classique,originals,MEDIUM,L'aigle noir,Barbara
Chanson Française Classique,originals,MEDIUM,Ma Liberté,Georges Moustaki
Chanson Française Classique,originals,MEDIUM,Le déserteur,Boris Vian
Chants de stade,originals,MEDIUM,Seven Nation Army,The White Stripes
Chants de stade,originals,MEDIUM,We Will Rock You,Queen
Chants de stade,originals,MEDIUM,We Are the Champions,Queen
Chants de stade,originals,MEDIUM,Eye of the Tiger,Survivor
Chants de stade,originals,MEDIUM,"Olé, Olé, Olé (The Name of the Game)",The Fans
Chants de stade,originals,MEDIUM,I Will Survive,Gloria Gaynor
Chants de stade,originals,MEDIUM,The Final Countdown,Europe
Chants de stade,originals,MEDIUM,Freed from Desire,Gala
Chants de stade,originals,MEDIUM,Aux Champs-Élysées,Joe Dassin
Chants de stade,originals,MEDIUM,I Love Rock 'n' Roll,Joan Jett & The Blackhearts
Chants de stade,originals,MEDIUM,Chelsea Dagger,The Fratellis
Chants de stade,originals,MEDIUM,Zombie,The Cranberries
Chants de stade,originals,MEDIUM,Livin' on a Prayer,Bon Jovi
Chants de stade,originals,MEDIUM,The Boys Are Back in Town,Thin Lizzy
Chants de stade,originals,MEDIUM,Three Lions (Football's Coming Home),"Baddiel, Skinner & The Lightning Seeds"
Chants de stade,originals,MEDIUM,Wonderwall,Oasis
Chants de stade,originals,MEDIUM,Don't Look Back in Anger,Oasis
Chants de stade,originals,MEDIUM,Voyage voyage,Desireless
Chants de stade,originals,MEDIUM,Jump Around,House of Pain
Chants de stade,originals,MEDIUM,Kernkraft 400,Zombie Nation
Chants de stade,originals,MEDIUM,Song 2,Blur
Chants de stade,originals,MEDIUM,Tubthumping,Chumbawamba
Chants de stade,originals,MEDIUM,Pump It,The Black Eyed Peas
Chants de stade,originals,MEDIUM,Crazy Train,Ozzy Osbourne
Chants de stade,originals,MEDIUM,Thunderstruck,AC/DC
Chants de stade,originals,MEDIUM,You Shook Me All Night Long,AC/DC
Chants de stade,originals,MEDIUM,Sweet Caroline,Neil Diamond
Chants de stade,originals,MEDIUM,Yellow Submarine,The Beatles
Chants de stade,originals,MEDIUM,Pump Up the Jam,Technotronic
Chants de stade,originals,MEDIUM,Sandstorm,Darude
Chants de stade,originals,MEDIUM,Jump,Van Halen
Chants de stade,originals,MEDIUM,Start Me Up,The Rolling Stones
Chants de stade,originals,MEDIUM,Rockin' All Over the World,Status Quo
Chants de stade,originals,MEDIUM,You'll Never Walk Alone,Gerry & The Pacemakers
Chants de stade,originals,MEDIUM,Simply the Best,Tina Turner
Chants de stade,originals,MEDIUM,The Power,Snap!
Chants de stade,originals,MEDIUM,Firestarter,The Prodigy
Chants de stade,originals,MEDIUM,Gonna Fly Now,Bill Conti
Chants de stade,originals,MEDIUM,Born in the U.S.A.,Bruce Springsteen
Chants de stade,originals,MEDIUM,Welcome to the Jungle,Guns N' Roses
Chants de stade,originals,MEDIUM,I Gotta Feeling,The Black Eyed Peas
Chants de stade,originals,MEDIUM,Waka Waka (This Time for Africa),Shakira
Chants de stade,originals,MEDIUM,Wavin' Flag,K'naan
Chants de stade,originals,MEDIUM,We Found Love,Rihanna
Chants de stade,originals,MEDIUM,Cotton Eye Joe,Rednex
Chants de stade,originals,MEDIUM,We Are One (Ole Ola),Pitbull feat. Jennifer Lopez & Claudia Leitte
Chants de stade,originals,MEDIUM,La Copa de la Vida,Ricky Martin
Chants de stade,originals,MEDIUM,Danza Kuduro,Don Omar ft. Lucenzo
Chants de stade,originals,MEDIUM,Hips Don't Lie,Shakira ft. Wyclef Jean
Chants de stade,originals,MEDIUM,Mambo No. 5,Lou Bega
Chants de stade,originals,MEDIUM,Dragostea Din Tei,O-Zone
Chants de stade,originals,MEDIUM,Wannabe,Spice Girls
Chants de stade,originals,MEDIUM,Smooth,Santana feat. Rob Thomas
Chants de stade,originals,MEDIUM,Uptown Funk,Mark Ronson ft. Bruno Mars
Chants de stade,originals,MEDIUM,Don't Stop Believin',Journey
Chants de stade,originals,MEDIUM,September,"Earth, Wind & Fire"
Chants de stade,originals,MEDIUM,We Are Family,Sister Sledge
Chants de stade,originals,MEDIUM,No Limit,2 Unlimited
Chants de stade,originals,MEDIUM,Turn Down for What,DJ Snake & Lil Jon
Chants de stade,originals,MEDIUM,Jerk It Out,Caesars
Chants de stade,originals,MEDIUM,Smells Like Teen Spirit,Nirvana
Chants de stade,originals,MEDIUM,Born to Be Wild,Steppenwolf
Chants de stade,originals,MEDIUM,Bitter Sweet Symphony,The Verve
Chants de stade,originals,MEDIUM,Satisfaction,The Rolling Stones
Chants de stade,originals,MEDIUM,Harder Better Faster Stronger,Daft Punk
Chants de stade,originals,MEDIUM,Mr. Brightside,The Killers
Chants de stade,originals,MEDIUM,Intergalactic,Beastie Boys
Chants de stade,originals,MEDIUM,Sabotage,Beastie Boys
Chants de stade,originals,MEDIUM,Come On Eileen,Dexys Midnight Runners
Chants de stade,originals,MEDIUM,Crazy,Gnarls Barkley
Chants de stade,originals,MEDIUM,Levels,Avicii
Chants de stade,originals,MEDIUM,Animals,Martin Garrix
Chants de stade,originals,MEDIUM,Heads Will Roll,Yeah Yeah Yeahs
Chants de stade,originals,MEDIUM,Dancing Queen,ABBA
Chants de stade,originals,MEDIUM,Mamma Mia,ABBA
Chants de stade,originals,MEDIUM,La Bamba,Ritchie Valens
Chants de stade,originals,MEDIUM,Yeah!,Usher ft. Lil Jon & Ludacris
Chants de stade,originals,MEDIUM,Till I Collapse,Eminem feat. Nate Dogg
Cinéma français — Bandes originales,originals,MEDIUM,La Valse d'Amélie,Yann Tiersen
Cinéma français — Bandes originales,originals,MEDIUM,Comptine d'un autre été : L'après-midi,Yann Tiersen
Cinéma français — Bandes originales,originals,MEDIUM,Les Corons,Pierre Bachelet
Cinéma français — Bandes originales,originals,MEDIUM,"Sea, Sex and Sun",Serge Gainsbourg
Cinéma français — Bandes originales,originals,MEDIUM,"Quand te reverrai-je, pays merveilleux",Les Bronzés
Cinéma français — Bandes originales,originals,MEDIUM,Una Mattina,Ludovico Einaudi
Cinéma français — Bandes originales,originals,MEDIUM,Boogie Wonderland,"Earth, Wind & Fire"
Cinéma français — Bandes originales,originals,MEDIUM,Reality,Richard Sanderson
Cinéma français — Bandes originales,originals,MEDIUM,Your Eyes,Cook Da Books
Cinéma français — Bandes originales,originals,MEDIUM,Vois sur ton chemin,Les Choristes
Cinéma français — Bandes originales,originals,MEDIUM,Caresse sur l'océan,Les Choristes
Cinéma français — Bandes originales,originals,MEDIUM,La Bamba,Ritchie Valens
Cinéma français — Bandes originales,originals,MEDIUM,Born to Be Alive,Patrick Hernandez
Cinéma français — Bandes originales,originals,MEDIUM,Mexico,Luis Mariano
Cinéma français — Bandes originales,originals,MEDIUM,Foule sentimentale,Alain Souchon
Cinéma français — Bandes originales,originals,MEDIUM,Papaoutai,Stromae
Cinéma français — Bandes originales,originals,MEDIUM,Formidable,Stromae
Cinéma français — Bandes originales,originals,MEDIUM,Dernière danse,Indila
Comédies musicales françaises,originals,MEDIUM,Vivre,Hélène Ségara
Comédies musicales françaises,originals,MEDIUM,Vérone,Roméo et Juliette (cast)
Comédies musicales françaises,originals,MEDIUM,J'ai peur,Roméo et Juliette (cast)
Comédies musicales françaises,originals,MEDIUM,L'assasymphonie,Florent Mothe
Comédies musicales françaises,originals,MEDIUM,Penser l'impossible,Mozart Opéra Rock
Comédies musicales françaises,originals,MEDIUM,L'envie d'aimer,Daniel Lévi
Comédies musicales françaises,originals,MEDIUM,Ça ira mon amour,"1789, les Amants de la Bastille"
Comédies musicales françaises,originals,MEDIUM,À nous,Robin des Bois (cast)
Comédies musicales françaises,originals,MEDIUM,Bohémienne,Hélène Ségara
Comédies musicales françaises,originals,MEDIUM,Lune,Bruno Pelletier
Comédies musicales françaises,originals,MEDIUM,Mon frère,Daniel Lévi
Comédies musicales françaises,originals,MEDIUM,Tant qu'on rêve encore,Le Roi Soleil (cast)
Comédies musicales françaises,originals,MEDIUM,Je fais de toi mon essentiel,Emmanuel Moire
Comédies musicales françaises,originals,MEDIUM,Tomber dans ses yeux,"1789, les Amants de la Bastille"
Comédies musicales françaises,originals,MEDIUM,Vivre à en crever,Mozart Opéra Rock
Comédies musicales françaises,originals,MEDIUM,Le temps des cathédrales,Bruno Pelletier
Comédies musicales US,originals,MEDIUM,Summer Nights,John Travolta & Olivia Newton-John
Comédies musicales US,originals,MEDIUM,You're the One That I Want,John Travolta & Olivia Newton-John
Comédies musicales US,originals,MEDIUM,Footloose,Kenny Loggins
Comédies musicales US,originals,MEDIUM,Good Morning Baltimore,Nikki Blonsky
Comédies musicales US,originals,MEDIUM,You Can't Stop the Beat,Hairspray Cast
Comédies musicales US,originals,MEDIUM,All That Jazz,Catherine Zeta-Jones
Comédies musicales US,originals,MEDIUM,Cell Block Tango,Chicago Cast
Comédies musicales US,originals,MEDIUM,City of Stars,Ryan Gosling & Emma Stone
Comédies musicales US,originals,MEDIUM,Another Day of Sun,La La Land Cast
Comédies musicales US,originals,MEDIUM,The Greatest Show,Hugh Jackman
Comédies musicales US,originals,MEDIUM,This Is Me,Keala Settle
Comédies musicales US,originals,MEDIUM,Don't Cry for Me Argentina,Madonna
Comédies musicales US,originals,MEDIUM,Defying Gravity,Idina Menzel
Comédies musicales US,originals,MEDIUM,Popular,Kristin Chenoweth
Comédies musicales US,originals,MEDIUM,Memory,Elaine Paige
Comédies musicales US,originals,MEDIUM,Greased Lightnin',John Travolta
Comédies musicales US,originals,MEDIUM,Hopelessly Devoted to You,Olivia Newton-John
Comédies musicales US,originals,MEDIUM,A Million Dreams,"Ziv Zaifman, Hugh Jackman & Michelle Williams"
Comédies musicales US,originals,MEDIUM,One Day More,Les Misérables Cast
Comédies musicales US,originals,MEDIUM,Shallow,Lady Gaga & Bradley Cooper
Comédies musicales US,originals,MEDIUM,Holding Out for a Hero,Bonnie Tyler
Comédies musicales US,originals,MEDIUM,Flashdance... What a Feeling,Irene Cara
Comédies musicales US,originals,MEDIUM,How Deep Is Your Love,Bee Gees
Comédies musicales US,originals,MEDIUM,The Time of My Life,Bill Medley & Jennifer Warnes
Comédies musicales US,originals,MEDIUM,Can You Feel the Love Tonight,Elton John
Comédies musicales US,originals,MEDIUM,I Wanna Dance with Somebody,Whitney Houston
Comédies musicales US,originals,MEDIUM,I Will Always Love You,Whitney Houston
Comédies musicales US,originals,MEDIUM,Skyfall,Adele
Comédies musicales US,originals,MEDIUM,Writing's on the Wall,Sam Smith
Comédies musicales US,originals,MEDIUM,Let It Go,Idina Menzel
Comédies musicales US,originals,MEDIUM,Into the Unknown,Idina Menzel & AURORA
Comédies musicales US,originals,MEDIUM,How Far I'll Go,Auli'i Cravalho
Comédies musicales US,originals,MEDIUM,You're Welcome,Dwayne Johnson
Country,originals,MEDIUM,Ring of Fire,Johnny Cash
Country,originals,MEDIUM,Boot Scootin' Boogie,Brooks & Dunn
Country,originals,MEDIUM,Jolene,Dolly Parton
Country,originals,MEDIUM,9 to 5,Dolly Parton
Country,originals,MEDIUM,Achy Breaky Heart,Billy Ray Cyrus
Country,originals,MEDIUM,Friends in Low Places,Garth Brooks
Country,originals,MEDIUM,The Gambler,Kenny Rogers
Country,originals,MEDIUM,Always on My Mind,Willie Nelson
Country,originals,MEDIUM,Man! I Feel Like a Woman!,Shania Twain
Country,originals,MEDIUM,You're Still the One,Shania Twain
Country,originals,MEDIUM,Old Town Road,Lil Nas X
Country,originals,MEDIUM,Wagon Wheel,Darius Rucker
Country,originals,MEDIUM,Cruise,Florida Georgia Line
Country,originals,MEDIUM,Need You Now,Lady Antebellum
Country,originals,MEDIUM,Tennessee Whiskey,Chris Stapleton
Country,originals,MEDIUM,"Take Me Home, Country Roads",John Denver
Country,originals,MEDIUM,Stand By Your Man,Tammy Wynette
Country,originals,MEDIUM,On the Road Again,Willie Nelson
Country,originals,MEDIUM,Before He Cheats,Carrie Underwood
Country,originals,MEDIUM,"Jesus, Take the Wheel",Carrie Underwood
Country,originals,MEDIUM,The Dance,Garth Brooks
Country,originals,MEDIUM,Islands in the Stream,Kenny Rogers & Dolly Parton
Country,originals,MEDIUM,Chicken Fried,Zac Brown Band
Country,originals,MEDIUM,Amazed,Lonestar
Country,originals,MEDIUM,Love Story,Taylor Swift
Country,originals,MEDIUM,You Belong With Me,Taylor Swift
Country,originals,MEDIUM,Breathe,Faith Hill
Country,originals,MEDIUM,She Thinks My Tractor's Sexy,Kenny Chesney
