youtube_id	yt_title	yt_channel	catalog_artist	catalog_title	verdict	playable	reason	n_tracks
nWr4r-3bHBc	Camila Cabello - Bam Bam (Official Audio) ft. Ed Sheeran	CamilaCabelloVEVO	Camila Cabello & Ed Sheeran	Bam Bam	ok	Y		2
xUIBnmdJJ50	The Postal Service - The District Sleeps Alone Tonight [OFFICIAL VIDEO]	Sub Pop	The Postal Service	The District Sleeps Alone Tonight	ok	Y		2
Hphwfq1wLJs	Rod Stewart - Da Ya Think I'm Sexy? (Official HD Remastered Video)	Rod Stewart	Rod Stewart	Da Ya Think I'm Sexy?	ok	Y		3
RQa7SvVCdZk	Christina Aguilera, Lil' Kim, Mya, P!nk - Lady Marmalade	CAguileraVEVO	Christina Aguilera	Lady Marmalade	ok	Y		4
YlUKcNNmywk	Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE]	Red Hot Chili Peppers	Red Hot Chili Peppers	Californication	ok	Y		3
USOsp5yQhZY	Fever Ray - If I Had A Heart | The Vikings (Music from the TV Series)	SonySoundtracksVEVO	Générique TV	Thème principal	title_mismatch	Y		4
od7-fyGa9DQ	Scissor Sisters - Take Your Mama	ScissorSistersVEVO	Scissor Sisters	Take Your Mama	ok	Y		2
hBwmwJw9zD8	Chirac en prison	Les Wampas - Topic	Les Wampas	Chirac en prison	ok	Y		1
Rph8MoVz3fc	Silmarils Cours Vite	Silmarils	Silmarils	Cours vite	ok	Y		1
TazHNpt6OTo	10. Rupert Holmes - Escape (The Piña Colada Song)	Joel Gustafsson	Rupert Holmes	Escape (The Piña Colada Song)	ok	Y		1
7Xf-Lesrkuc	Train - Drops Of Jupiter (Tell Me) (Official 4K Video)	TrainVEVO	Train	Drops of Jupiter	ok	Y		2
TSVHoHyErBQ	Justin Timberlake - Rock Your Body (Official Video)	justintimberlakeVEVO	Justin Timberlake	Rock Your Body	ok	Y		1
b_KfnGBtVeA	Disclosure - Magnets ft. Lorde	DisclosureVEVO	Disclosure	Magnets	ok	Y		2
Qc7_zRjH808	FIFTY FIFTY (피프티피프티) - 'Cupid'  Official MV	FIFTY FIFTY Official	FIFTY FIFTY	Cupid	ok	Y		2
FPoKiGQzbSQ	Missy Elliott - Get Ur Freak On [Official Music Video]	Missy Elliott	Missy Elliott	Get Ur Freak On	ok	Y		3
GtUVQei3nX4	Snoop Dogg - Drop It Like It's Hot (Official Music Video) ft. Pharrell Williams	SnoopDoggVEVO	Snoop Dogg	Drop It Like It's Hot	ok	Y		4
dX3k_QDnzHE	M83 'Midnight City' Official video	M83	M83	Midnight City	ok	Y		3
GCdwKhTtNNw	The Neighbourhood - Sweater Weather (Official Video)	TheNeighbourhoodVEVO	The Neighbourhood	Sweater Weather	ok	Y		3
ABzh6hTYpb8	Foster The People - Helena Beat (Official Video)	fosterthepeopleVEVO	Foster the People	Helena Beat	ok	Y		2
WbN0nX61rIs	Florence + The Machine - Shake It Out	FlorenceMachineVEVO	Florence + The Machine	Shake It Out	ok	Y		4
O0lf_fE3HwA	Gwen Stefani - The Sweet Escape ft. Akon	GwenStefaniVEVO	Gwen Stefani	Sweet Escape	ok	Y		2
1DdYiSJ_Kvc	LAST TRAIN - FIRE	LAST TRAIN	Last Train	Fire	ok	Y		1
UJYFZnPPr-Q	Pleymo - New Wave (Clip officiel)	PleymoVEVO	Pleymo	New Wave	ok	Y		1
up7pvPqNkuU	Rihanna - Shut Up And Drive	RihannaVEVO	Rihanna	Shut Up and Drive	ok	Y		3
mdB3Oyd5HtU	3OH!3 - DON'T TRUST ME [OFFICIAL MUSIC VIDEO]	photofinishrecords	3OH!3	Don't Trust Me	ok	Y		2
onzL0EM1pKY	Fall Out Boy - Thnks fr th Mmrs (Official Music Video)	FallOutBoyVEVO	Fall Out Boy	Thnks fr th Mmrs	ok	Y		2
sZTpLvsYYHw	The Killers - All These Things That I've Done (Official Music Video)	TheKillersVEVO	The Killers	All These Things That I've Done	ok	Y		2
rVeMiVU77wo	alt-J (∆) Breezeblocks	alt-J	alt-J	Breezeblocks	ok	Y		3
NF-kLy44Hls	Daft Punk - Lose Yourself to Dance (Official Version)	DaftPunkVEVO	Daft Punk	Lose Yourself to Dance	ok	Y		2
xQ04WbgI9rg	Foo Fighters - All My Life (Official HD Video)	foofightersVEVO	Foo Fighters	All My Life	ok	Y		1
YSuHrTfcikU	Blur - Parklife (Official 4K Music Video)	Blur	Blur	Parklife	ok	Y		1
F2AitTPI5U0	Michael Jackson - Black Or White (Official Video - Shortened Version)	michaeljacksonVEVO	Michael Jackson	Black or White	ok	Y		2
vSkb0kDacjs	Woodkid - Iron (Official Video)	WOODKID	Woodkid	Iron	ok	Y		2
_NNYI8VbFyY	MC Hammer - U Can't Touch This (HQ)	UselezzUtuber	MC Hammer	U Can't Touch This	ok	Y		2
KQetemT1sWc	The Beatles - The Beatles - Here Comes The Sun (Official Music Video) [2019 Mix]	TheBeatlesVEVO	Bande originale	Come Together	ok	Y		2
O83tqQpa9xk	The Neighbourhood - Afraid (Official Audio)	TheNeighbourhoodVEVO	The Neighbourhood	Afraid	ok	Y		2
My2FRPA3Gf8	Miley Cyrus - Wrecking Ball (Official Video)	MileyCyrusVEVO	Miley Cyrus	Wrecking Ball	ok	Y		2
B5YNiCfWC3A	Kendrick Lamar - Swimming Pools (Drank)	KendrickLamarVEVO	Kendrick Lamar	Swimming Pools (Drank)	ok	Y		2
nntGTK2Fhb0	Skrillex and Diplo - "Where Are Ü Now" with Justin Bieber (Official Video)	Jack Ü	Skrillex and Diplo	Where Are Ü Now	ok	Y		4
fyaI4-5849w	DJ Khaled - Wild Thoughts (Official Video) ft. Rihanna, Bryson Tiller	DJKhaledVEVO	DJ Khaled feat. Rihanna	Wild Thoughts	ok	Y		1
u30Bw8PBrDk	Boss Baby Netflix Show Official Intro (HD) 2020	Boss Baby Official Netflix Show	Bande originale	Boss Baby Theme	ok	Y		1
BF3TK5mSrAI	Babylon Circus - J'aurais Bien Voulu	ZCU	Babylon Circus	J'aurais bien voulu	ok	Y		1
He5dcAOXSY4	Nino Ferrer - Le Sud (Audio Officiel)	Nino Ferrer	Nino Ferrer	Le Sud	ok	Y		2
0KSOMA3QBU0	Katy Perry - Dark Horse ft. Juicy J	KatyPerryVEVO	Katy Perry ft. Juicy J	Dark Horse	ok	Y		7
papuvlVeZg8	Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video]	Clean Bandit	Clean Bandit ft. Sean Paul & Anne-Marie	Rockabye	ok	Y		2
0n3OepDn5GU	Roxy Music - Love Is The Drug	RoxyMusicVEVO	Roxy Music	Love Is the Drug	ok	Y		2
jjnmICxvoVY	Savage Garden - I Knew I Loved You (Official Video)	SavageGardenVEVO	Savage Garden	I Knew I Loved You	ok	Y		1
hY5IMnKVLKY	Marcel et son Orchestre - Tout l'temps t'aimer toujours	Marcel et son Orchestre OFFICIEL	Marcel et son Orchestre	Le Punk est mort	title_mismatch	Y		1
LrUvu1mlWco	Miley Cyrus - We Can't Stop (Official Video)	MileyCyrusVEVO	Miley Cyrus	We Can't Stop	ok	Y		2
CwfoyVa980U	Charlie Puth - "How Long" [Official Video]	Charlie Puth	Charlie Puth	How Long	ok	Y		2
IPXIgEAGe4U	Panic! At The Disco - High Hopes (Official Video)	Panic! At The Disco	Panic! At The Disco	High Hopes	ok	Y		2
RgKAFK5djSk	Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack	Wiz Khalifa Music	Wiz Khalifa ft. Charlie Puth	See You Again	ok	Y		3
aJOTlE1K90k	Maroon 5 - Girls Like You ft. Cardi B (Official Music Video)	Maroon5VEVO	Maroon 5 ft. Cardi B	Girls Like You	ok	Y		3
ffxKSjUwKdU	Ariana Grande - no tears left to cry (Official Video)	ArianaGrandeVevo	Ariana Grande	No Tears Left to Cry	ok	Y		3
JxVVNm35rJE	Naive New Beaters - Heal Tomorrow - Clip 360° ft. Izia	NaiveNewBeatersVEVO	Naïve New Beaters	Heal Tomorrow	ok	Y		1
F8YCELAPVWY	Ninho - Jefe	NINHO JEFE	Ninho	Jefe	ok	Y		1
gffm0lPFmvM	The Drugs Don't Work	The Verve - Topic	The Verve	The Drugs Don't Work	ok	Y		3
m9DOSvoYwB4	I'm A Star	StoryBots - Topic	Bande originale	Outer Space	title_mismatch	Y		1
l9PxOanFjxQ	Fall Out Boy - Immortals (From "Big Hero 6")	FallOutBoyVEVO	Fall Out Boy	Immortals	ok	Y		2
WSeNSzJ2-Jw	Skrillex - Scary Monsters And Nice Sprites (Official Audio)	Skrillex	Skrillex	Scary Monsters and Nice Sprites	ok	Y		1
Ypkv0HeUvTc	Marilyn Manson - The Beautiful People	MarilynMansonVEVO	Marilyn Manson	The Beautiful People	ok	Y		2
Dtrgwqei7ww	Gazebo - I Like Chopin (Classic)	Gazebo Official	Gazebo	I Like Chopin	ok	Y		1
wyx6JDQCslE	LMFAO - Sexy and I Know It	LMFAOVEVO	LMFAO	Sexy and I Know It	ok	Y		3
tl6u2NASUzU	Alphaville - Big In Japan (Official Music Video)	RHINO	Alphaville	Big in Japan	ok	Y		2
tnZqNnbSC-s	Super Monsters Theme Song (from "Super Monsters")	Kids Superstars - Topic	Bande originale	Super Monsters Theme	ok	Y		1
XhNCirKCzT4	PLK Runda 2 Finał B	Tomasz Jaszczak	PLK	Au final	title_mismatch	Y		1
rMltoD1jCGI	GIMS - Bella (Clip officiel)	MaitreGimsVEVO	Gims, Dadju & Slimane	Belle	ok	Y		2
lNQRKyIRe3E	Take That - Shine	bazzelbrush21	Take That	Shine	ok	Y		1
SGyOaCXr8Lw	The Rolling Stones - Start Me Up - Official Promo	The Rolling Stones	The Rolling Stones	Start Me Up	ok	Y		2
dhZTNgAs4Fc	My Chemical Romance - I'm Not Okay (I Promise) [Official Music Video - 4K Film Restored]	My Chemical Romance	My Chemical Romance	I'm Not Okay (I Promise)	ok	Y		2
m2uTFF_3MaA	The Beatles - The Beatles - Yellow Submarine (Official Music Video) [Remastered 2015]	TheBeatlesVEVO	The Beatles	Yellow Submarine	ok	Y		1
oKhCEZwZ6vw	Tina Turner - Simply the Best [HQ]	YourDailySong	Tina Turner	Simply the Best	ok	Y		1
LKaXY4IdZ40	Whitney Houston, Mariah Carey - When You Believe (Official HD Video)	whitneyhoustonVEVO	Mariah Carey & Whitney Houston	When You Believe	ok	Y		1
qORYO0atB6g	Beastie Boys - Intergalactic	BeastieBoysVEVO	Beastie Boys	Intergalactic	ok	Y		2
FUak2C_KEeU	Pitbull - Time of Our Lives (Official Lyric Video) ft. Ne-Yo	PitbullVEVO	Pitbull & Ne-Yo	Time of Our Lives	ok	Y		1
z5rRZdiu1UE	Beastie Boys - Sabotage (Official Music Video)	BeastieBoysVEVO	Beastie Boys	Sabotage	ok	Y		2
uyGY2NfYpeE	Sister Sledge - We Are Family (Official Music Video)	RHINO	Sister Sledge	We Are Family	ok	Y		3
V9Wv4SCBiTE	Girls Aloud - Sound Of The Underground (Official Music Video)	GirlsAloudVEVO	Girls Aloud	Sound of the Underground	ok	Y		1
F57P9C4SAW4	Katy Perry - California Gurls (Official Music Video) ft. Snoop Dogg	KatyPerryVEVO	Katy Perry & Snoop Dogg	California Gurls	ok	Y		1
J9gKyRmic20	Crowded House - Don't Dream It's Over (Official Music Video)	CrowdedHouseVEVO	Crowded House	Don't Dream It's Over	ok	Y		5
lY2yjAdbvdQ	Shawn Mendes - Treat You Better	ShawnMendesVEVO	Shawn Mendes	Treat You Better	ok	Y		3
CGyEd0aKWZE	Ellie Goulding - Burn (Official Video)	EllieGouldingVEVO	Ellie Goulding	Burn	ok	Y		2
aNzCDt2eidg	Birdy - Skinny Love (Official Music Video)	Birdy	Birdy	Skinny Love	ok	Y		2
BgfcToAjfdc	Kygo - Stole The Show feat. Parson James [Official Music Video - YTMAs]	Kygo	Kygo	Stole the Show	ok	Y		4
ksTbUInRe6I	Lomepal - Mômes (lyrics video)	Lomepal	Lomepal	Mômes	ok	Y		1
5Wiio4KoGe8	Maroon 5 - What Lovers Do ft. SZA (Official Music Video)	Maroon5VEVO	Maroon 5 ft. SZA	What Lovers Do	ok	Y		2
ioE_O7Lm0I4	Bill Conti - Gonna Fly Now (Theme From Rocky)	Wardrip06	Bill Conti	Gonna Fly Now	ok	Y		1
nSDgHBxUbVQ	Ed Sheeran - Photograph (Official Music Video)	Ed Sheeran	Ed Sheeran	Photograph	ok	Y		2
VYGLpbKXu_Y	PLK - Pas les mêmes - ( audio )	AC PLK BRO'S officiel 🗨️	PLK	Pas les mêmes	ok	Y		1
jUe8uoKdHao	David Guetta - Without You ft. Usher (Official Video)	David Guetta	David Guetta	Without You	ok	Y		4
nCkpzqqog4k	Sam Smith - I'm Not The Only One (Official Music Video)	SamSmithVEVO	Sam Smith	I'm Not the Only One	ok	Y		2
iWOyfLBYtuU	Florence + The Machine - Dog Days Are Over (2010 Version) (Official Music Video)	FlorenceMachineVEVO	Florence + The Machine	Dog Days Are Over	ok	Y		3
kMIaYXxLnUA	Juanes - A Dios Le Pido	JuanesVEVO	Juanes	A Dios le Pido	ok	Y		2
DwBirf4BWew	tammy wynette stand by your man	andreseries3	Tammy Wynette	Stand By Your Man	ok	Y		1
uelHwf8o7_U	Eminem - Love The Way You Lie ft. Rihanna	EminemVEVO	Eminem & Rihanna	Love the Way You Lie	ok	Y		1
gIOyB9ZXn8s	Idina Menzel, AURORA - Into the Unknown (From "Frozen 2")	DisneyMusicVEVO	Idina Menzel & AURORA	Into the Unknown	ok	Y		5
8jzDnsjYv9A	Sam Smith - Writing's On The Wall (from Spectre) (Official Music Video)	SamSmithVEVO	Sam Smith	Writing's on the Wall	ok	Y		5
xVhs4gezmGY	The Greatest Showman - A Million Dreams [Lyrics] (Hugh Jackman, Michelle Ingrid, Ziv Zaifman)	Majestic Sounds	Ziv Zaifman, Hugh Jackman & Michelle Williams	A Million Dreams	ok	Y		1
AGgSE2ZtCzk	Suede - Animal Nitrate (Audio Only)	Suede HQ	Suede	Animal Nitrate	ok	Y		1
gSP_Jqn5eUM	The Hues Corporation - Rock the Boat (Official Audio)	HuesCorporationVEVO	The Hues Corporation	Rock the Boat	ok	Y		2
GZfj2Ir3GgQ	Kacey Musgraves - Merry Go 'Round (Official Music Video)	KaceyMusgravesVEVO	Kacey Musgraves	Merry Go 'Round	ok	Y		1
jYx7ypyxzmw	Zola   Papers ft  Ninho (Audio Officiel)	Auto Sound	Zola	Papers	ok	Y		1
7gt9BGeOMU8	Becky G Ft. Bad Bunny - Mayores (Official Audio)	MR. Lyna Reggaetón Official UrbanoTV	Becky G	Mayores	ok	Y		1
w2CELiObPeQ	Thomas Rhett - Die A Happy Man	ThomasRhettVEVO	Thomas Rhett	Die a Happy Man	ok	Y		1
fb7ekOiy17M	Drink A Beer	Luke Bryan - Topic	Luke Bryan	Drink a Beer	ok	Y		1
dLl4PZtxia8	Eagles - Hotel California (Official Audio)	Eagles	Eagles	Hotel California	ok	Y		4
cppWwk-j1V0	RR 9.1	Koba LaD - Topic	Koba LaD	RR 9.1	ok	Y		1
fUElA8dYbto	Nekfeu - Princesse ft. Nemir	NekfeuVEVO	Lujipeka	Trésor	title_mismatch	Y		1
BPCjC543llU	Alan Jackson, Jimmy Buffett - It's Five O' Clock Somewhere (Official HD Video)	alanjacksonVEVO	Alan Jackson & Jimmy Buffett	It's Five O'Clock Somewhere	ok	Y		1
WaSy8yy-mr8	Carrie Underwood - Before He Cheats (Official Video)	carrieunderwoodVEVO	Carrie Underwood	Before He Cheats	ok	Y		1
M3mJkSqZbX4	Zedd, Maren Morris, Grey - The Middle (Official Music Video)	ZEDDVEVO	Maren Morris	The Middle	ok	Y		3
lZ9OP5dzkQg	Upside Down	Diana Ross - Topic	Diana Ross	Upside Down	ok	Y		2
PVWqSWmzgYA	Ladies Night	Kool & The Gang - Topic	Kool & The Gang	Ladies Night	ok	Y		2
mViBJgb6P6Y	The Ultimate SHELTER for the Apocalypse! - The Last Kids on Earth	The Last Kids on Earth	Bande originale	The Last Kids on Earth Theme	ok	Y		1
VbD_kBJc_gI	David Bowie - Let's Dance (Official Video) [HD]	David Bowie	David Bowie	Let's Dance	ok	Y		3
Q91hydQRGyM	Jennifer Lopez - Let's Get Loud (Official Video)	JenniferLopezVEVO	Jennifer Lopez	Let's Get Loud	ok	Y		2
93lrosBEW-Q	Jemaine Clement - Shiny (from Moana) (Official Video)	DisneyMusicVEVO	Jemaine Clement	Shiny	ok	Y		2
1BgfG4qEdxg	Friends on the Other Side	Keith David - Topic	Keith David	Friends on the Other Side	ok	Y		2
kLKr342VKaU	I Was Made For Lovin' You	Kiss - Topic	KISS	I Was Made for Lovin' You	ok	Y		5
DVDCNmdi7QI	Chaka Khan - I'm Every Woman (Official Music Video) [HD Remaster]	Chaka Khan	Chaka Khan	I'm Every Woman	ok	Y		2
wYleCKxV_WA	Heaven's Light/Hellfire	Tony Jay - Topic	Tony Jay	Hellfire	ok	Y		2
zFknl7OAV0c	OrelSan - L'odeur de l'essence [CLIP OFFICIEL]	orelsan	Orelsan	L'odeur de l'essence	ok	Y		1
P_TLL5e73i8	Don Omar - Dile	Sonido Mix	Don Omar	Dile	ok	Y		1
0HDdjwpPM3Y	Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj	JessieJVEVO	Jessie J, Ariana Grande, Nicki Minaj	Bang Bang	ok	Y		1
D5drYkLiLI8	Kygo & Selena Gomez - It Ain't Me (Audio)	KygoOfficialVEVO	Kygo & Selena Gomez	It Ain't Me	ok	Y		1
6Vm8rOG-00k	Fabrizio De André - Bocca Di Rosa (1967)	Fabrizio De André	Fabrizio De André	Bocca di rosa	ok	Y		2
dNCWe_6HAM8	LISA - 'MONEY' EXCLUSIVE PERFORMANCE VIDEO	BLACKPINK	LISA	MONEY	ok	Y		3
jRGrNDV2mKc	Korn - Freak On A Leash (Official Video)	KornVEVO	Korn	Freak on a Leash	ok	Y		2
zEf423kYfqk	Becky G, NATTI NATASHA - Sin Pijama (Official Video)	BeckyGVEVO	Becky G	Sin Pijama	ok	Y		1
Y3qTqJnI88s	L'appuntamento	Ornella Vanoni - Topic	Ornella Vanoni	L'appuntamento	ok	Y		2
IGVZOLV9SPo	Pat Benatar - Love Is A Battlefield (Official Music Video)	PatBenatarVEVO	Pat Benatar	Love Is a Battlefield	ok	Y		3
eFTLKWw542g	Billy Joel - We Didn't Start The Fire (Official HD Video)	billyjoelVEVO	Billy Joel	We Didn't Start the Fire	ok	Y		2
SeIJmciN8mo	Nicki Minaj - Starships (Explicit) (Official Video)	NickiMinajAtVEVO	Nicki Minaj	Starships	ok	Y		3
XNtTEibFvlQ	LMFAO - Shots ft. Lil Jon	LMFAOVEVO	LMFAO ft. Lil Jon	Shots	ok	Y		1
nbXgHAzUWB0	Axwell Λ Ingrosso - Sun Is Shining	AxwellIngrossoVEVO	Axwell Λ Ingrosso	Sun Is Shining	ok	Y		1
4jBDnYE1WjI	Galantis -  Peanut Butter Jelly (Official Video)	Galantis	Galantis	Peanut Butter Jelly	ok	Y		1
5XR7naZ_zZA	Galantis - Runaway (U & I) (Official Video)	Galantis	Galantis	Runaway (U & I)	ok	Y		1
7xxgRUyzgs0	Living Colour - Cult Of Personality (Official Video)	LivingColourVEVO	Living Colour	Cult of Personality	ok	Y		2
tvTRZJ-4EyI	Kendrick Lamar - HUMBLE.	KendrickLamarVEVO	Kendrick Lamar	HUMBLE.	ok	Y		2
AJMFc6TnT6A	Matia Bazar - VACANZE ROMANE	Gys6 MUSIC	Matia Bazar	Vacanze romane	ok	Y		1
jzy2dgEUOhY	Guru Josh Project - Infinity (Klaas Vocal Mix) [Ultra Records]	Ultra Records	Guru Josh Project	Infinity	ok	Y		1
0u8teXR8VE4	RATT - Round And Round (Official Music Video)	RHINO	Rihanna ft. David Guetta	Right Now	ok	Y		4
dtRqysnRdk0	Iva Zanicchi - Zingara	Peer-Southern Productions	Iva Zanicchi	Zingara	ok	Y		1
h1MNJwKRAFo	Una rotonda sul mare	Fred Bongusto - Topic	Fred Bongusto	Una rotonda sul mare	ok	Y		1
421w1j87fEM	Burna Boy - Last Last [Official Music Video]	Burna Boy	Burna Boy	Last Last	ok	Y		3
UOJkzcJigGI	Natalie Imbruglia - Torn (Official Audio)	natalieimbrugliaVEVO	Natalie Imbruglia	Torn	ok	Y		1
x3gdLqoM6Ec	End Of Line - Daft Punk ‎- TRON: Legacy (Original Motion Picture Soundtrack)	Tron Legacy	Daft Punk	End of Line (Tron: Legacy)	ok	Y		2
cD3S6CLz0S8	Every characters evolution in jurassic world Camp cretaceous	Rexr2809 ll	Bande originale	Camp Cretaceous Theme	ok	Y		1
rKOup6j8B34	Annie Cordy "Tata Yoyo" | Archive INA	INA Chansons	Annie Cordy	Tata Yoyo	ok	Y		1
ZgdufzXvjqw	Bill Haley & His Comets - Rock Around The Clock (1955) HD	33Evenstar	Bill Haley & His Comets	Rock Around the Clock	ok	Y		1
JLvTosF-gOg	Gigliola Cinquetti - Non ho l'età	lagon54	Gigliola Cinquetti	Non ho l'età	ok	Y		1
9PZGRJrLerI	Al Bano & Romina Power - Ci sarà (Euro-Show 12.05.1984)	AlBanoVEVO	Al Bano & Romina Power	Ci sarà	ok	Y		1
uxpDa-c-4Mc	Drake - Hotline Bling	DrakeVEVO	Drake	Hotline Bling	ok	Y		4
o1tj2zJ2Wvg	Guns N' Roses - Welcome To The Jungle	GunsNRosesVEVO	Guns N' Roses	Welcome to the Jungle	ok	Y		1
Lo4_K4relMg	Rosa Linn - Snap - (Official Eurovision Music Video)	Rosa Linn	Rosa Linn	Snap	ok	Y		2
xgkIDKyEP0I	House Of Jealous Lovers	The Rapture - Topic	The Rapture	House of Jealous Lovers	ok	Y		2
Wh2AEwOtFHA	KT Tunstall - Suddenly I See	KTTunstallVEVO	KT Tunstall	Suddenly I See	ok	Y		2
aTyKDWv4q38	Arcade Fire - Wake Up	theanchorcenter	Arcade Fire	Wake Up	ok	Y		2
ftCalx6_pYA	Michael Jackson - Beat It (Official Audio)	Nielson Lucas	Michael Jackson	Beat It	ok	Y		1
g_uoH6hJilc	Years & Years - King (Official Video)	YearsAndYearsVEVO	Years & Years	King	ok	Y		2
NOubzHCUt48	Ke$ha - Die Young (Official Video)	keshaVEVO	Kesha	Die Young	ok	Y		2
PrGtuxNURnM	Close to You	Fun Factory - Topic	Fun Factory	Close to You	ok	Y		1
EbjNZtEAFxg	Etienne Daho "Saudade" | Archive INA	INA Chansons	Étienne Daho	Saudade	ok	Y		1
GjXWtEqs8I4	Muse - Knights of Cydonia [HD]	MrMuseLyrics	Muse	Knights of Cydonia	ok	Y		1
3JDHlCcn-UY	Party Rock Anthem	LMFAO - Topic	LMFAO	Party Rock Anthem	ok	Y		3
ge5nUfUB6N8	Tessellate	alt-J - Topic	alt-J	Tessellate	ok	Y		2
JF8BRvqGCNs	Rihanna - Stay ft. Mikky Ekko	RihannaVEVO	Rihanna	Stay	ok	Y		2
TmKh7lAwnBI	BAD BUNNY x JHAY CORTEZ - DÁKITI (Video Oficial)	Bad Bunny	Bad Bunny	Dakiti	ok	Y		2
RRKJiM9Njr8	My Chemical Romance - Welcome To The Black Parade [Official Music Video] [HD]	My Chemical Romance	My Chemical Romance	Welcome to the Black Parade	ok	Y		4
Sv5yCzPCkv8	SZA - Snooze (Audio)	SZAVEVO	SZA	Snooze	ok	Y		3
7w1HeDqYCU4	E-Type - This Is The Way	ETypeVEVO	E-Type	This Is the Way	ok	Y		1
wuVciLD3_jQ	Maroon 5 - Moves Like Jagger ( Fan Surprise Video )	Maroon 5 Update	Maroon 5	Moves Like Jagger	ok	Y		3
5XggbNWy3NA	The Chainsmokers - Closer (feat. Halsey) [Official Audio]	Charted	The Chainsmokers	Closer	ok	Y		3
LBaxde247Mw	the Fratellis - Chelsea Dagger	xXTorginhoXx	The Fratellis	Chelsea Dagger	ok	Y		1
x3ov9USxVxY	Madonna - Ray Of Light (Official Video) [HD]	Madonna	Madonna	Ray of Light	ok	Y		2
kWO2AuJT67w	Techno Syndrome (Mortal Kombat)	The Immortals - Topic	Bande originale	Techno Syndrome (Mortal Kombat)	ok	Y		1
LBQmvJyIKTg	Splattack ! - Splatoon OST	91Yugo	Bande originale	Splattack!	ok	Y		1
HuBU3pzy7is	Iggy pop-Lust for life-Lust for life	mrsugarhotpants	Iggy Pop	Lust for Life	ok	Y		1
QK8mJJJvaes	MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO)	Macklemore	Macklemore	Thrift Shop	ok	Y		5
scnFH-MldJM	Wii Sports Theme Tune 10 hours	Cameron Cork	Bande originale	Wii Sports Theme	ok	Y		1
PslQESlD4xs	Weight of the World/the End of YoRHa	Keiichi Okabe - Topic	Bande originale	Weight of the World	ok	Y		1
8AtiHCDGZ8c	Tate McRae - greedy (Official Audio)	TateMcRaeVEVO	Tate McRae	Greedy	ok	Y		4
pGHK4UPCtXk	Taylor Swift - Anti-Hero (Official Audio)	Nightly	Taylor Swift	Anti-Hero	ok	Y		1
2bjk26RwjyU	OrelSan - Basique [CLIP OFFICIEL]	orelsan	Orelsan	Basique	ok	Y		3
_Ys8gLkfW6M	Two Door Cinema Club - What You Know	A M	Two Door Cinema Club	What You Know	ok	Y		2
51zjlMhdSTE	Sabrina Carpenter - Espresso (Official Audio)	Sabrina Carpenter	Sabrina Carpenter	Espresso	ok	Y		1
BYpxU2s4EF4	Supergrass - Caught By The Fuzz (Official Audio)	Supergrass	Supergrass	Caught by the Fuzz	ok	Y		1
u6lihZAcy4s	The Weeknd - Save Your Tears (Official Audio)	TheWeekndVEVO	The Weeknd	Save Your Tears	ok	Y		1
Jx_VYLoJjlA	Toto Cutugno - L'italiano (Official Audio Remastered)	Carosello Records	Toto Cutugno	L'Italiano	ok	Y		2
KrZHPOeOxQQ	Bon Jovi - You Give Love A Bad Name	BonJoviVEVO	Bon Jovi	You Give Love a Bad Name	ok	Y		3
r6PuACnHkNY	Hollow Knight OST - Hollow Knight	Amellifera	Bande originale	Hollow Knight Theme	ok	Y		1
gAjR4_CbPpQ	Daft Punk - Harder, Better, Faster, Stronger (Official Video)	Daft Punk	Daft Punk	Harder Better Faster Stronger	ok	Y		3
fSr85N64BA0	Billie Eilish - Therefore I Am (Official Lyric Video)	BillieEilishVEVO	Billie Eilish	Therefore I Am	ok	Y		1
RxOBOhRECoo	Elvis Presley - Suspicious Minds (Official Audio)	ElvisPresleyVEVO	Elvis Presley	Suspicious Minds	ok	Y		1
Xsb9flAEymA	Ariana Grande - positions (official lyric video)	ArianaGrandeVevo	Ariana Grande	positions	ok	Y		1
6FEDrU85FLE	Crazy Town - Butterfly (Official Video)	CrazyTownVEVO	Crazy Town	Butterfly	ok	Y		2
NaFd8ucHLuo	GAYLE - abcdefu (Official Music Video)	GAYLE	GAYLE	abcdefu	ok	Y		2
kv89KR8eE_E	Jethro Tull - Aqualung (Official Audio)	Jethro Tull	Jethro Tull	Aqualung	ok	Y		2
SdgoUHuOHNM	Albator attaque	Istari0825	Bande originale	Albator	ok	Y		1
0emP6RdAZzE	Ricky Martin - La Copa de la Vida (Official Audio)	RickyMartinVEVO	Ricky Martin	La Copa de la Vida	ok	Y		3
qvHwt84VgC4	3D Printed Among Us Drip Theme Musical Print	MIND 2 MAKE	Bande originale	Among Us Drip Theme	ok	Y		1
q7oSgpucj8Q	Toto Cutugno - Insieme: 1992 (Ritratto) (Official Audio Remastered)	Carosello Records	Toto Cutugno	Insieme: 1992	ok	Y		3
jxTXV4J4eUY	Pink Floyd - Wish You Were Here (2021 Remaster)	Stereo Classics	Pink Floyd	Wish You Were Here	ok	Y		3
_4BBA8y3DPc	Chappell Roan - Casual (Official Audio)	Chappell Roan	Chappell Roan	Casual	ok	Y		1
